Date,Region,Product,Category,Units_Sold,Unit_Price_USD,Revenue_USD,Discount_Pct,Profit_USD,Customer_Rating
2024-10-24,Asia Pacific,Enterprise ERP,Software,22,880.17,19363.74,10.0,4547.68,4.0
2024-10-24,Asia Pacific,AI CoPilot,Software,13,805.53,10471.89,0.0,5312.61,5.0
2024-10-25,North America,Enterprise ERP,Software,19,920.62,17491.78,0.0,10333.82,3.0
2024-10-25,Europe,AI CoPilot,Software,49,1145.55,56131.95,15.0,24603.17,3.0
2024-10-26,Asia Pacific,AI CoPilot,Software,36,1093.99,39383.64,25.0,14728.63,3.0
2024-10-26,Middle East,AI CoPilot,Software,12,882.93,10595.16,0.0,5576.44,3.0
2024-10-27,North America,Enterprise ERP,Subscription,41,911.54,37373.14,0.0,14296.26,4.0
2024-10-27,North America,Security Suite,Software,19,217.81,4138.39,5.0,2308.11,2.0
2024-10-28,North America,Enterprise ERP,Subscription,12,168.21,2018.52,25.0,381.07,5.0
2024-10-28,Europe,Security Suite,Software,9,706.54,6358.86,0.0,1358.85,3.0
2024-10-29,Latin America,Security Suite,Subscription,7,71.12,497.84,5.0,138.46,3.0
2024-10-29,North America,AI CoPilot,Subscription,28,604.71,16931.88,20.0,5632.07,4.0
2024-10-30,Europe,Enterprise ERP,Subscription,14,291.9,4086.6,0.0,1656.22,1.0
2024-10-30,North America,Security Suite,Subscription,31,447.92,13885.52,0.0,7780.05,4.0
2024-10-31,North America,Data Connector,Software,19,942.18,17901.42,10.0,5675.75,4.0
2024-10-31,Europe,Security Suite,Subscription,47,1132.42,53223.74,20.0,16698.3,3.0
2024-11-01,North America,Data Connector,Software,16,133.28,2132.48,0.0,334.13,1.0
2024-11-01,Europe,Enterprise ERP,Software,5,664.38,3321.9,5.0,1119.9,4.0
2024-11-02,Asia Pacific,Enterprise ERP,Subscription,35,1064.91,37271.85,5.0,16779.52,2.0
2024-11-02,Europe,Enterprise ERP,Software,12,144.88,1738.56,5.0,260.55,2.0
2024-11-03,North America,Security Suite,Subscription,25,998.19,24954.75,10.0,6523.09,3.0
2024-11-03,Middle East,Cloud Analytics,Subscription,21,461.47,9690.87,5.0,2338.21,3.0
2024-11-04,Asia Pacific,Security Suite,Software,36,420.41,15134.76,5.0,2458.54,4.0
2024-11-04,Asia Pacific,Security Suite,Software,23,1174.09,27004.07,5.0,9995.52,4.0
2024-11-05,North America,AI CoPilot,Software,16,280.99,4495.84,10.0,974.59,4.0
2024-11-05,North America,AI CoPilot,Services,39,847.17,33039.63,10.0,15508.36,3.0
2024-11-06,North America,Security Suite,Subscription,45,994.66,44759.7,20.0,20552.36,3.0
2024-11-06,North America,Data Connector,Software,42,97.36,4089.12,0.0,1728.85,5.0
2024-11-07,Europe,AI CoPilot,Software,39,820.94,32016.66,15.0,17440.29,4.0
2024-11-07,Middle East,Security Suite,Subscription,14,1144.28,16019.92,15.0,5109.61,5.0
2024-11-08,Europe,Cloud Analytics,Subscription,31,192.85,5978.35,0.0,2431.3,4.0
2024-11-08,North America,Data Connector,Software,5,1080.65,5403.25,5.0,3308.83,4.0
2024-11-09,Europe,Enterprise ERP,Software,35,733.99,25689.65,5.0,6486.26,4.0
2024-11-09,North America,Security Suite,Services,23,759.1,17459.3,0.0,10846.99,4.0
2024-11-10,Asia Pacific,Security Suite,Software,29,754.89,21891.81,5.0,3565.03,4.0
2024-11-10,Europe,Data Connector,Software,43,393.66,16927.38,0.0,6317.19,4.0
2024-11-11,Asia Pacific,AI CoPilot,Services,11,1125.48,12380.28,0.0,2290.37,3.0
2024-11-11,Middle East,AI CoPilot,Subscription,18,1139.45,20510.1,15.0,8971.63,4.0
2024-11-12,North America,AI CoPilot,Software,47,769.1,36147.7,0.0,16418.45,5.0
2024-11-12,Europe,Enterprise ERP,Software,12,950.94,11411.28,15.0,4881.97,5.0
2024-11-13,Latin America,Data Connector,Software,9,754.1,6786.9,10.0,2059.93,4.0
2024-11-13,Asia Pacific,Data Connector,Software,10,607.06,6070.6,20.0,1625.66,4.0
2024-11-14,Europe,AI CoPilot,Services,44,809.94,35637.36,10.0,5537.82,3.0
2024-11-14,Middle East,AI CoPilot,Software,17,685.95,11661.15,0.0,3789.55,4.0
2024-11-15,North America,Cloud Analytics,Subscription,38,737.1,28009.8,10.0,15494.46,4.0
2024-11-15,Middle East,Cloud Analytics,Services,7,951.41,6659.87,0.0,2261.78,5.0
2024-11-16,North America,Security Suite,Software,46,603.04,27739.84,5.0,14907.38,4.0
2024-11-16,Europe,Security Suite,Software,13,96.87,1259.31,20.0,575.42,4.0
2024-11-17,Latin America,Data Connector,Subscription,40,238.6,9544.0,0.0,3212.71,4.0
2024-11-17,North America,Data Connector,Services,42,554.4,23284.8,5.0,10308.06,
2024-11-18,Europe,Enterprise ERP,Subscription,9,883.55,7951.95,15.0,1336.19,4.0
2024-11-18,North America,Enterprise ERP,Software,27,732.27,19771.29,20.0,3192.5,4.0
2024-11-19,Middle East,Cloud Analytics,Subscription,2,797.84,1595.68,10.0,250.36,5.0
2024-11-19,Latin America,Security Suite,Subscription,5,601.17,3005.85,0.0,1324.1,1.0
2024-11-20,Asia Pacific,Cloud Analytics,Services,29,758.1,21984.9,10.0,7183.17,5.0
2024-11-20,Europe,Cloud Analytics,Software,37,428.37,15849.69,0.0,6720.52,3.0
2024-11-21,Latin America,Security Suite,Subscription,38,590.71,22446.98,15.0,7833.01,5.0
2024-11-21,Europe,Enterprise ERP,Services,19,905.92,17212.48,25.0,4196.85,4.0
2024-11-22,Europe,Security Suite,Software,8,1052.61,8420.88,15.0,3498.25,4.0
2024-11-22,Asia Pacific,AI CoPilot,Software,48,548.7,26337.6,20.0,11151.36,5.0
2024-11-23,Europe,AI CoPilot,Software,45,100.21,4509.45,0.0,709.4,1.0
2024-11-23,North America,AI CoPilot,Software,1,235.92,235.92,15.0,50.86,3.0
2024-11-24,North America,Data Connector,Software,22,73.99,1627.78,15.0,700.96,4.0
2024-11-24,North America,Enterprise ERP,Services,17,801.25,13621.25,0.0,4676.31,4.0
2024-11-25,Latin America,Enterprise ERP,Software,7,432.16,3025.12,20.0,1164.65,4.0
2024-11-25,Europe,Data Connector,Software,25,673.85,16846.25,0.0,5449.45,1.0
2024-11-26,Asia Pacific,Cloud Analytics,Subscription,45,617.27,27777.15,10.0,8634.24,2.0
2024-11-26,Europe,AI CoPilot,Software,4,143.76,575.04,15.0,112.1,2.0
2024-11-27,North America,AI CoPilot,Software,36,513.75,18495.0,10.0,4646.02,3.0
2024-11-27,North America,Cloud Analytics,Subscription,6,303.65,1821.9,0.0,824.78,4.0
2024-11-28,Asia Pacific,Security Suite,Services,31,531.16,16465.96,10.0,5432.51,5.0
2024-11-28,Asia Pacific,Security Suite,Subscription,19,284.12,5398.28,10.0,2609.72,5.0
2024-11-29,Middle East,Enterprise ERP,Subscription,44,1016.52,44726.88,20.0,20620.61,5.0
2024-11-29,Asia Pacific,Data Connector,Software,39,250.32,9762.48,5.0,3902.86,3.0
2024-11-30,Europe,Enterprise ERP,Services,27,1154.9,31182.3,5.0,15674.62,4.0
2024-11-30,Asia Pacific,Security Suite,Software,10,528.29,5282.9,15.0,1362.64,3.0
2024-12-01,Middle East,Cloud Analytics,Subscription,26,1023.18,26602.68,5.0,9034.57,3.0
2024-12-01,Asia Pacific,Enterprise ERP,Software,19,773.08,14688.52,10.0,6694.29,
2024-12-02,North America,AI CoPilot,Services,39,895.65,34930.35,10.0,10786.33,2.0
2024-12-02,Europe,AI CoPilot,Subscription,3,932.88,2798.64,20.0,994.64,3.0
2024-12-03,Asia Pacific,Cloud Analytics,Subscription,45,630.57,28375.65,10.0,6197.75,5.0
2024-12-03,Asia Pacific,Security Suite,Software,13,674.8,8772.4,10.0,3551.92,4.0
2024-12-04,North America,AI CoPilot,Software,28,641.1,17950.8,0.0,10425.05,4.0
2024-12-04,Latin America,AI CoPilot,Subscription,20,726.27,14525.4,0.0,8487.48,1.0
2024-12-05,Middle East,Data Connector,Subscription,28,83.8,2346.4,0.0,1201.76,3.0
2024-12-05,North America,Enterprise ERP,Software,8,504.84,4038.72,0.0,2111.75,5.0
2024-12-06,Latin America,Security Suite,Services,41,747.12,30631.92,10.0,11825.98,3.0
2024-12-06,North America,Enterprise ERP,Services,39,737.38,28757.82,15.0,10812.48,4.0
2024-12-07,North America,Security Suite,Software,1,961.9,961.9,10.0,187.71,1.0
2024-12-07,North America,AI CoPilot,Subscription,3,803.26,2409.78,15.0,761.83,4.0
2024-12-08,North America,Data Connector,Subscription,13,1190.95,15482.35,25.0,4358.92,1.0
2024-12-08,Latin America,Enterprise ERP,Software,28,376.43,10540.04,15.0,5637.46,5.0
2024-12-09,North America,AI CoPilot,Software,49,463.02,22687.98,10.0,7464.1,5.0
2024-12-09,North America,Security Suite,Subscription,25,491.42,12285.5,10.0,4695.57,5.0
2024-12-10,North America,Enterprise ERP,Subscription,33,585.68,19327.44,5.0,7649.69,3.0
2024-12-10,North America,Enterprise ERP,Software,38,1011.4,38433.2,0.0,18001.38,5.0
2024-12-11,North America,AI CoPilot,Subscription,6,321.16,1926.96,5.0,959.45,4.0
2024-12-11,Asia Pacific,Enterprise ERP,Subscription,44,942.4,41465.6,20.0,8708.47,4.0
2024-12-12,North America,Data Connector,Subscription,45,516.11,23224.95,15.0,8180.01,4.0
2024-12-12,Latin America,Data Connector,Software,32,742.13,23748.16,0.0,13369.24,1.0
2024-12-13,Latin America,AI CoPilot,Services,45,777.42,34983.9,5.0,12680.95,3.0
2024-12-13,North America,Security Suite,Software,47,478.78,22502.66,15.0,5532.15,5.0
2024-12-14,Latin America,AI CoPilot,Software,21,639.51,13429.71,0.0,6410.73,3.0
2024-12-14,North America,Data Connector,Software,16,524.99,8399.84,5.0,4483.75,4.0
2024-12-15,North America,Cloud Analytics,Software,21,129.5,2719.5,20.0,395.02,4.0
2024-12-15,North America,Cloud Analytics,Services,11,552.74,6080.14,5.0,3109.84,5.0
2024-12-16,North America,Enterprise ERP,Software,37,162.0,5994.0,0.0,3361.58,5.0
2024-12-16,Europe,Enterprise ERP,Subscription,36,515.77,18567.72,10.0,6362.89,5.0
2024-12-17,Asia Pacific,Cloud Analytics,Software,35,731.86,25615.1,20.0,13148.8,3.0
2024-12-17,North America,Data Connector,Software,19,716.33,13610.27,10.0,6655.68,3.0
2024-12-18,Asia Pacific,Enterprise ERP,Services,20,812.01,16240.2,0.0,8718.25,4.0
2024-12-18,North America,AI CoPilot,Subscription,18,159.55,2871.9,5.0,1429.41,1.0
2024-12-19,Asia Pacific,AI CoPilot,Software,47,799.94,37597.18,5.0,8047.26,1.0
2024-12-19,North America,Data Connector,Subscription,41,408.97,16767.77,10.0,3902.76,4.0
2024-12-20,North America,Enterprise ERP,Software,49,508.9,24936.1,15.0,8096.65,4.0
2024-12-20,North America,AI CoPilot,Software,14,1036.68,14513.52,0.0,4092.84,5.0
2024-12-21,North America,Enterprise ERP,Subscription,15,60.38,905.7,20.0,259.12,3.0
2024-12-21,Europe,Enterprise ERP,Subscription,31,726.67,22526.77,0.0,13386.13,3.0
2024-12-22,Latin America,AI CoPilot,Software,1,738.52,738.52,5.0,394.41,2.0
2024-12-22,North America,Cloud Analytics,Services,3,506.16,1518.48,0.0,706.12,5.0
2024-12-23,Asia Pacific,AI CoPilot,Subscription,16,322.58,5161.28,5.0,2839.26,5.0
2024-12-23,Asia Pacific,Data Connector,Software,23,319.88,7357.24,10.0,3588.11,5.0
2024-12-24,Latin America,Security Suite,Subscription,11,1066.27,11728.97,10.0,3847.61,5.0
2024-12-24,North America,AI CoPilot,Subscription,12,558.33,6699.96,0.0,1678.56,4.0
2024-12-25,Europe,Enterprise ERP,Subscription,10,430.52,4305.2,10.0,1577.38,4.0
2024-12-25,Middle East,Enterprise ERP,Software,32,566.09,18114.88,0.0,9385.58,4.0
2024-12-26,Asia Pacific,AI CoPilot,Subscription,16,819.8,13116.8,15.0,4105.27,4.0
2024-12-26,Europe,Security Suite,Software,8,217.62,1740.96,20.0,673.24,4.0
2024-12-27,North America,AI CoPilot,Subscription,38,566.85,21540.3,5.0,4034.62,4.0
2024-12-27,North America,Security Suite,Subscription,12,726.07,8712.84,10.0,4108.99,5.0
2024-12-28,Europe,Security Suite,Software,24,1140.87,27380.88,5.0,14471.86,5.0
2024-12-28,Asia Pacific,Data Connector,Subscription,28,340.41,9531.48,,4798.33,5.0
2024-12-29,North America,Enterprise ERP,Services,8,463.14,3705.12,5.0,2230.3,5.0
2024-12-29,Europe,Enterprise ERP,Services,28,486.26,13615.28,15.0,6519.37,4.0
2024-12-30,Europe,Security Suite,Software,36,746.37,26869.32,10.0,14546.84,3.0
2024-12-30,Europe,Enterprise ERP,Software,26,460.24,11966.24,0.0,7380.6,2.0
2024-12-31,Asia Pacific,Cloud Analytics,Subscription,8,663.54,5308.32,15.0,2484.68,4.0
2024-12-31,Latin America,Security Suite,Software,28,949.06,26573.68,10.0,11650.34,5.0
2025-01-01,North America,Enterprise ERP,Services,28,861.19,24113.32,15.0,3133.05,1.0
2025-01-01,Latin America,Cloud Analytics,Software,37,563.32,20842.84,10.0,7182.89,5.0
2025-01-02,North America,Data Connector,Software,41,1043.85,42797.85,10.0,16777.74,2.0
2025-01-02,North America,Enterprise ERP,Software,36,691.86,24906.96,0.0,7522.28,3.0
2025-01-03,North America,Cloud Analytics,Software,27,670.89,18114.03,0.0,5598.18,4.0
2025-01-03,North America,AI CoPilot,Subscription,17,89.32,1518.44,25.0,718.12,3.0
2025-01-04,North America,AI CoPilot,Software,9,1184.7,10662.3,0.0,6353.19,2.0
2025-01-04,North America,Cloud Analytics,Software,33,191.42,6316.86,25.0,2722.2,4.0
2025-01-05,Latin America,Security Suite,Software,20,315.8,6316.0,10.0,2006.63,5.0
2025-01-05,North America,Security Suite,Subscription,13,109.45,1422.85,0.0,223.17,4.0
2025-01-06,Asia Pacific,Enterprise ERP,Software,28,786.0,22008.0,0.0,4183.97,4.0
2025-01-06,North America,AI CoPilot,Subscription,48,308.41,14803.68,0.0,4531.38,4.0
2025-01-07,Middle East,Security Suite,Subscription,29,257.01,7453.29,20.0,941.33,1.0
2025-01-07,Asia Pacific,Security Suite,Subscription,13,151.84,1973.92,5.0,297.36,5.0
2025-01-08,North America,AI CoPilot,Services,46,168.81,7765.26,5.0,4487.44,1.0
2025-01-08,Asia Pacific,Data Connector,Services,35,722.37,25282.95,5.0,12083.36,5.0
2025-01-09,Europe,Security Suite,Services,6,841.44,5048.64,0.0,1537.2,4.0
2025-01-09,Asia Pacific,Cloud Analytics,Software,18,506.99,9125.82,5.0,1875.41,5.0
2025-01-10,Europe,Enterprise ERP,Software,5,601.88,3009.4,0.0,1221.27,2.0
2025-01-10,Asia Pacific,Security Suite,Software,47,838.86,39426.42,15.0,5116.45,4.0
2025-01-11,Asia Pacific,Security Suite,Services,25,69.99,1749.75,5.0,1029.28,3.0
2025-01-11,Europe,Data Connector,Services,2,421.6,843.2,5.0,286.3,2.0
2025-01-12,North America,Cloud Analytics,Services,10,1169.06,11690.6,5.0,3900.09,4.0
2025-01-12,Latin America,Enterprise ERP,Software,30,717.13,21513.9,5.0,7057.25,3.0
2025-01-13,Europe,Security Suite,Services,45,342.36,15406.2,25.0,2133.73,4.0
2025-01-13,Europe,Enterprise ERP,Software,5,649.99,3249.95,10.0,1372.28,2.0
2025-01-14,North America,AI CoPilot,Software,33,444.05,14653.65,0.0,7568.64,4.0
2025-01-14,Europe,Security Suite,Software,1,662.08,662.08,,290.82,5.0
2025-01-15,Middle East,Security Suite,Software,18,194.6,3502.8,0.0,767.88,4.0
2025-01-15,North America,AI CoPilot,Subscription,32,202.62,6483.84,0.0,2849.13,4.0
2025-01-16,Europe,Data Connector,Software,47,215.07,10108.29,25.0,3295.88,4.0
2025-01-16,Asia Pacific,Security Suite,Software,49,1130.79,55408.71,15.0,27514.56,5.0
2025-01-17,Latin America,Enterprise ERP,Subscription,11,892.83,9821.13,25.0,2501.18,4.0
2025-01-17,Europe,Cloud Analytics,Services,21,236.74,4971.54,5.0,1585.7,4.0
2025-01-18,North America,Enterprise ERP,Subscription,26,266.6,6931.6,10.0,2865.09,
2025-01-18,Middle East,Data Connector,Software,25,890.45,22261.25,0.0,10385.68,5.0
2025-01-19,Asia Pacific,Cloud Analytics,Subscription,22,229.59,5050.98,0.0,1942.82,4.0
2025-01-19,North America,Enterprise ERP,Services,27,319.75,8633.25,15.0,2726.38,4.0
2025-01-20,North America,Enterprise ERP,Software,49,1157.85,56734.65,5.0,21401.45,5.0
2025-01-20,Europe,AI CoPilot,Subscription,13,343.6,4466.8,15.0,2204.12,4.0
2025-01-21,North America,Data Connector,Software,33,810.88,26759.04,15.0,8656.44,1.0
2025-01-21,North America,AI CoPilot,Software,34,1175.43,39964.62,0.0,24776.7,3.0
2025-01-22,Latin America,Cloud Analytics,Subscription,41,480.44,19698.04,10.0,7126.78,5.0
2025-01-22,North America,AI CoPilot,Services,35,70.14,2454.9,10.0,1380.0,3.0
2025-01-23,Asia Pacific,Data Connector,Software,1,330.77,330.77,0.0,187.35,5.0
2025-01-23,North America,Security Suite,Subscription,21,1005.51,21115.71,15.0,5944.78,4.0
2025-01-24,Asia Pacific,Security Suite,Services,48,1044.3,50126.4,10.0,26248.12,4.0
2025-01-24,Asia Pacific,Cloud Analytics,Services,6,933.8,5602.8,0.0,1148.75,2.0
2025-01-25,North America,Security Suite,Software,28,180.08,5042.24,10.0,2779.64,3.0
2025-01-25,Europe,AI CoPilot,Services,17,964.84,16402.28,25.0,5730.4,5.0
2025-01-26,North America,Cloud Analytics,Software,5,1106.48,5532.4,0.0,980.32,5.0
2025-01-26,Latin America,Data Connector,Subscription,31,740.7,22961.7,15.0,9214.74,4.0
2025-01-27,Latin America,Cloud Analytics,Software,5,1132.01,5660.05,0.0,3606.15,4.0
2025-01-27,Europe,Cloud Analytics,Software,38,1000.86,38032.68,15.0,5977.42,4.0
2025-01-28,Europe,Enterprise ERP,Subscription,3,817.02,2451.06,15.0,890.33,4.0
2025-01-28,North America,Enterprise ERP,Software,23,713.76,16416.48,5.0,8170.52,4.0
2025-01-29,Asia Pacific,Cloud Analytics,Software,37,450.86,16681.82,5.0,8797.54,2.0
2025-01-29,Europe,Security Suite,Software,37,233.18,8627.66,15.0,2617.43,4.0
2025-01-30,North America,Enterprise ERP,Subscription,10,745.7,7457.0,5.0,1785.8,5.0
2025-01-30,Europe,Data Connector,Software,10,415.83,4158.3,15.0,605.01,5.0
2025-01-31,North America,AI CoPilot,Subscription,19,1046.4,19881.6,0.0,8745.18,1.0
2025-01-31,Asia Pacific,Enterprise ERP,Software,17,1192.34,20269.78,20.0,6104.54,5.0
2025-02-01,North America,Cloud Analytics,Software,21,915.29,19221.09,15.0,10200.95,
2025-02-01,Asia Pacific,Security Suite,Software,14,154.05,2156.7,20.0,311.09,4.0
2025-02-02,North America,AI CoPilot,Software,9,381.99,3437.91,0.0,1693.85,2.0
2025-02-02,North America,Enterprise ERP,Software,46,175.48,8072.08,10.0,1180.42,4.0
2025-02-03,Asia Pacific,Security Suite,Software,1,798.09,798.09,10.0,169.31,4.0
2025-02-03,Middle East,Security Suite,Services,45,929.97,41848.65,5.0,14979.73,4.0
2025-02-04,Asia Pacific,Security Suite,Subscription,13,1114.53,14488.89,5.0,5195.2,5.0
2025-02-04,North America,Cloud Analytics,Software,4,553.9,2215.6,0.0,1091.96,5.0
2025-02-05,North America,Data Connector,Software,1,1086.58,1086.58,15.0,558.87,4.0
2025-02-05,Latin America,Security Suite,Services,49,1059.57,51918.93,10.0,21939.1,5.0
2025-02-06,Europe,AI CoPilot,Software,40,414.78,16591.2,0.0,10398.83,4.0
2025-02-06,North America,Enterprise ERP,Software,32,1049.24,33575.68,10.0,17853.1,3.0
2025-02-07,Latin America,AI CoPilot,Subscription,34,482.02,16388.68,5.0,6885.5,4.0
2025-02-07,Latin America,Cloud Analytics,Subscription,28,391.4,10959.2,0.0,6212.73,3.0
2025-02-08,Middle East,Cloud Analytics,Subscription,31,796.44,24689.64,25.0,8726.96,4.0
2025-02-08,Latin America,AI CoPilot,Software,8,427.64,3421.12,20.0,518.04,3.0
2025-02-09,Latin America,Data Connector,Software,39,774.74,30214.86,,14148.23,2.0
2025-02-09,North America,Cloud Analytics,Subscription,26,751.31,19534.06,0.0,3857.08,5.0
2025-02-10,North America,Cloud Analytics,Software,34,697.95,23730.3,15.0,9017.16,3.0
2025-02-10,Europe,AI CoPilot,Subscription,3,487.48,1462.44,5.0,696.49,4.0
2025-02-11,Europe,Cloud Analytics,Subscription,12,680.77,8169.24,5.0,1422.27,1.0
2025-02-11,Europe,Data Connector,Software,1,735.96,735.96,5.0,185.56,4.0
2025-02-12,Europe,Data Connector,Services,44,677.54,29811.76,10.0,16308.6,4.0
2025-02-12,Europe,Data Connector,Subscription,5,561.08,2805.4,10.0,1156.78,5.0
2025-02-13,Europe,Enterprise ERP,Subscription,30,66.87,2006.1,5.0,520.55,4.0
2025-02-13,North America,Data Connector,Software,30,725.12,21753.6,10.0,9697.88,3.0
2025-02-14,North America,Data Connector,Software,17,243.71,4143.07,20.0,1486.16,4.0
2025-02-14,Europe,Enterprise ERP,Software,48,788.96,37870.08,5.0,14418.97,3.0
2025-02-15,Asia Pacific,Security Suite,Software,47,923.25,43392.75,15.0,23535.34,4.0
2025-02-15,North America,Cloud Analytics,Services,23,625.51,14386.73,20.0,5659.47,4.0
2025-02-16,Europe,Data Connector,Software,15,673.72,10105.8,5.0,3242.29,5.0
2025-02-16,Asia Pacific,Cloud Analytics,Software,37,1144.2,42335.4,5.0,22121.72,2.0
2025-02-17,Europe,AI CoPilot,Software,21,1024.24,21509.04,10.0,11465.66,4.0
2025-02-17,North America,Cloud Analytics,Subscription,14,1101.37,15419.18,10.0,2950.45,3.0
2025-02-18,Europe,Enterprise ERP,Software,2,985.83,1971.66,15.0,419.44,4.0
2025-02-18,North America,Cloud Analytics,Software,11,175.26,1927.86,5.0,472.73,4.0
2025-02-19,Middle East,Cloud Analytics,Software,39,221.34,8632.26,25.0,3208.65,
2025-02-19,North America,Cloud Analytics,Services,38,655.62,24913.56,,11248.97,3.0
2025-02-20,Asia Pacific,Security Suite,Software,34,332.98,11321.32,0.0,5202.1,2.0
2025-02-20,North America,Security Suite,Services,38,598.2,22731.6,10.0,12692.14,4.0
2025-02-21,Europe,AI CoPilot,Subscription,34,503.52,17119.68,0.0,9209.63,2.0
2025-02-21,Europe,Enterprise ERP,Software,18,681.83,12272.94,0.0,2626.02,2.0
2025-02-22,North America,Cloud Analytics,Subscription,30,908.91,27267.3,5.0,8386.49,4.0
2025-02-22,Europe,Cloud Analytics,Software,15,872.81,13092.15,0.0,4813.94,2.0
2025-02-23,North America,Cloud Analytics,Services,27,649.42,17534.34,,6101.61,1.0
2025-02-23,North America,Cloud Analytics,Subscription,34,995.75,33855.5,25.0,12306.16,5.0
2025-02-24,Asia Pacific,Security Suite,Software,38,545.49,20728.62,0.0,12353.15,
2025-02-24,North America,AI CoPilot,Software,33,1081.22,35680.26,15.0,9190.23,2.0
2025-02-25,Latin America,Data Connector,Software,24,131.97,3167.28,15.0,1146.71,3.0
2025-02-25,Asia Pacific,Enterprise ERP,Services,15,1147.86,17217.9,20.0,7502.94,4.0
2025-02-26,Europe,Cloud Analytics,Software,30,802.9,24087.0,0.0,8625.77,3.0
2025-02-26,North America,AI CoPilot,Subscription,42,487.09,20457.78,20.0,3830.66,4.0
2025-02-27,Europe,Data Connector,Software,17,276.73,4704.41,10.0,1640.56,2.0
2025-02-27,Asia Pacific,AI CoPilot,Services,5,601.06,3005.3,10.0,480.4,4.0
2025-02-28,North America,Security Suite,Software,29,273.74,7938.46,10.0,4438.18,4.0
2025-02-28,Latin America,Data Connector,Subscription,4,241.28,965.12,15.0,153.74,4.0
2025-03-01,North America,AI CoPilot,Software,10,759.95,7599.5,5.0,2665.65,5.0
2025-03-01,Latin America,Security Suite,Subscription,17,651.55,11076.35,15.0,3906.62,4.0
2025-03-02,North America,AI CoPilot,Software,10,820.61,8206.1,10.0,4746.3,3.0
2025-03-02,Latin America,AI CoPilot,Software,17,1119.05,19023.85,15.0,3767.85,3.0
2025-03-03,Europe,Data Connector,Software,20,662.1,13242.0,25.0,2057.96,4.0
2025-03-03,North America,Security Suite,Subscription,24,718.07,17233.68,0.0,2660.07,3.0
2025-03-04,North America,Cloud Analytics,Software,5,153.07,765.35,25.0,130.75,3.0
2025-03-04,Europe,Enterprise ERP,Subscription,34,875.28,29759.52,0.0,7548.1,5.0
2025-03-05,Middle East,Data Connector,Software,6,509.89,3059.34,0.0,1423.48,4.0
2025-03-05,North America,Security Suite,Services,2,1173.23,2346.46,0.0,609.74,4.0
2025-03-06,North America,AI CoPilot,Services,13,996.65,12956.45,5.0,1972.59,4.0
2025-03-06,Europe,Security Suite,Subscription,43,650.85,27986.55,10.0,14188.57,4.0
2025-03-07,Europe,Enterprise ERP,Software,43,191.71,8243.53,0.0,2743.43,2.0
2025-03-07,Europe,Enterprise ERP,Software,48,1038.33,49839.84,0.0,16290.07,5.0
2025-03-08,Asia Pacific,Cloud Analytics,Software,11,969.75,10667.25,20.0,2570.72,3.0
2025-03-08,North America,Cloud Analytics,Software,47,262.27,12326.69,15.0,6681.48,5.0
2025-03-09,Latin America,Enterprise ERP,Subscription,23,389.57,8960.11,15.0,1790.22,5.0
2025-03-09,Europe,Data Connector,Subscription,16,962.42,15398.72,20.0,7380.53,5.0
2025-03-10,North America,Data Connector,Services,31,263.01,8153.31,15.0,3731.29,4.0
2025-03-10,Asia Pacific,AI CoPilot,Software,11,1105.42,12159.62,0.0,2288.93,1.0
2025-03-11,Asia Pacific,Cloud Analytics,Subscription,16,538.21,8611.36,5.0,5263.23,4.0
2025-03-11,North America,AI CoPilot,Software,8,150.09,1200.72,15.0,291.57,4.0
2025-03-12,Asia Pacific,Cloud Analytics,Subscription,4,988.11,3952.44,0.0,787.69,4.0
2025-03-12,North America,Enterprise ERP,Software,40,479.54,19181.6,10.0,9747.92,5.0
2025-03-13,Europe,Data Connector,Software,4,655.47,2621.88,0.0,1319.69,4.0
2025-03-13,Latin America,Data Connector,Software,25,179.15,4478.75,5.0,1951.3,3.0
2025-03-14,North America,Enterprise ERP,Subscription,3,52.97,158.91,10.0,32.61,3.0
2025-03-14,Europe,AI CoPilot,Services,32,783.68,25077.76,10.0,8785.32,4.0
2025-03-15,Latin America,AI CoPilot,Software,3,642.45,1927.35,10.0,937.17,4.0
2025-03-15,Middle East,Security Suite,Software,27,732.57,19779.39,10.0,5372.69,5.0
2025-03-16,Europe,Cloud Analytics,Software,29,962.81,27921.49,0.0,8539.65,4.0
2025-03-16,Europe,AI CoPilot,Subscription,32,793.6,25395.2,0.0,3849.16,5.0
2025-03-17,Europe,Enterprise ERP,Software,19,250.99,4768.81,20.0,904.63,5.0
2025-03-17,Middle East,AI CoPilot,Subscription,21,464.89,9762.69,10.0,5163.8,5.0
2025-03-18,Latin America,Data Connector,Services,5,1091.77,5458.85,0.0,2024.54,1.0
2025-03-18,North America,Cloud Analytics,Services,18,935.44,16837.92,15.0,9190.13,5.0
2025-03-19,Europe,Security Suite,Software,28,690.13,19323.64,0.0,6721.81,3.0
2025-03-19,Europe,Cloud Analytics,Services,42,343.99,14447.58,5.0,6966.82,3.0
2025-03-20,Asia Pacific,Data Connector,Subscription,22,397.37,8742.14,0.0,2543.61,4.0
2025-03-20,Asia Pacific,Data Connector,Software,21,891.75,18726.75,15.0,5283.17,4.0
2025-03-21,Asia Pacific,Data Connector,Subscription,6,1028.85,6173.1,10.0,1363.19,2.0
2025-03-21,Middle East,Data Connector,Subscription,1,822.14,822.14,0.0,265.99,3.0
