Latitude,Longitude,Median_Income_kUSD,House_Age_Years,Avg_Rooms,Avg_Bedrooms,Block_Population,Distance_City_Km,Ocean_Proximity,Median_House_Value_USD
37.3159,-119.6724,4.09,48,4.2,1.7,3117,6.2,<1H OCEAN,216478.0
37.1336,-118.1357,3.99,33,5.0,2.2,2249,9.2,INLAND,205864.0
33.9123,-117.2968,11.12,16,12.0,4.5,5099,17.4,INLAND,497359.0
33.1141,-120.3215,9.059999999999999,36,8.8,3.4,4209,15.6,NEAR BAY,418290.0
35.8984,-118.454,13.29,6,12.0,4.5,6000,44.2,<1H OCEAN,500000.0
34.4155,-121.9713,6.18,19,7.1,2.7,3312,1.6,NEAR BAY,311051.0
36.1276,-118.3828,6.08,31,5.9,2.4,2941,6.1,NEAR BAY,312231.0
32.8638,-120.5315,10.54,2,11.2,3.9,4473,9.9,INLAND,458995.0
33.3803,-122.2912,12.36,18,11.0,4.0,5207,16.7,NEAR BAY,500000.0
36.2005,-120.5748,3.85,42,4.8,1.7,2774,10.3,<1H OCEAN,176388.0
33.7831,-119.2636,17.02,28,12.0,4.2,6000,36.6,<1H OCEAN,500000.0
37.0737,-121.868,5.470000000000001,4,5.5,2.0,2701,14.1,<1H OCEAN,247573.0
32.9988,-117.6026,7.65,1,9.3,3.3,3496,0.6,NEAR BAY,362521.0
33.799,-122.0883,8.99,47,9.3,3.6,4763,1.8,<1H OCEAN,444247.0
37.7927,-117.571,11.26,42,11.2,4.1,5556,21.0,INLAND,500000.0
34.9087,-118.7522,9.7,50,9.1,3.2,5001,18.9,<1H OCEAN,463845.0
36.2851,-120.7525,7.14,16,8.4,3.2,3353,2.5,NEAR OCEAN,359837.0
33.6316,-120.429,9.66,45,9.4,3.4,4950,0.9,NEAR BAY,488861.0
35.8103,-118.5737,5.76,47,5.7,2.2,3459,13.0,INLAND,259104.0
36.4031,-119.3122,5.24,2,7.4,2.8,2746,15.1,INLAND,238263.0
34.3038,-118.9403,7.03,52,7.3,2.7,3574,2.2,<1H OCEAN,322424.0
36.9274,-120.4374,12.03,36,10.1,3.8,5446,9.6,INLAND,500000.0
35.7774,-119.9146,8.89,1,8.9,3.4,4413,5.5,INLAND,427509.0
34.6845,-117.2537,5.54,39,7.1,2.7,3494,40.2,<1H OCEAN,194736.0
35.544,-121.3662,6.61,23,7.8,2.9,3360,3.7,INLAND,319603.0
35.6415,-120.2854,10.81,26,10.1,3.7,5069,19.8,<1H OCEAN,500000.0
33.5442,-120.9533,7.83,11,7.5,2.8,3773,11.0,<1H OCEAN,366807.0
34.7539,-118.4449,7.37,42,6.8,2.6,3983,0.2,<1H OCEAN,377840.0
34.4515,-118.4507,7.45,1,7.9,2.9,3201,10.9,INLAND,335314.0
34.7446,-120.95,3.94,11,5.3,1.9,2232,1.6,<1H OCEAN,201808.0
36.5817,-122.0686,2.91,24,4.9,1.9,1697,16.1,<1H OCEAN,124592.0
35.1609,-122.4394,11.43,10,11.0,4.1,5167,12.5,<1H OCEAN,500000.0
37.4956,-120.2345,7.0,14,7.5,2.8,3263,0.2,INLAND,342937.0
34.1977,-120.3252,7.55,14,7.8,2.9,3530,3.4,INLAND,364116.0
34.8201,-117.2615,5.62,7,6.6,2.5,2854,22.5,NEAR BAY,233532.0
36.7135,-120.01,13.41,23,12.0,4.3,5970,4.8,INLAND,500000.0
35.4847,-121.141,5.390000000000001,43,7.1,2.6,2866,10.4,<1H OCEAN,288803.0
35.4898,-117.7765,6.01,22,7.1,2.8,3414,5.6,<1H OCEAN,305429.0
32.972,-119.8973,11.32,36,11.1,4.0,5171,38.2,<1H OCEAN,475579.0
34.7329,-119.3244,5.48,27,6.4,2.4,2499,11.5,INLAND,273926.0
34.0807,-121.993,7.6,2,7.3,2.6,3673,17.9,INLAND,325402.0
37.7966,-120.4705,3.6,39,4.9,2.0,2272,1.3,<1H OCEAN,203923.0
34.2726,-117.4956,4.49,51,5.1,1.9,2800,0.6,<1H OCEAN,217622.0
37.2109,-119.3756,3.37,46,5.0,1.9,2339,4.5,<1H OCEAN,190401.0
36.1488,-120.6741,7.17,19,7.6,2.9,3812,5.5,NEAR BAY,338030.0
34.4387,-119.184,7.39,7,9.2,3.2,3898,17.5,NEAR OCEAN,327821.0
35.472,-117.6748,7.6,12,7.1,2.6,3710,12.6,<1H OCEAN,370968.0
36.9867,-121.0478,6.11,3,4.4,1.8,2738,7.0,<1H OCEAN,283579.0
37.2052,-119.8229,6.27,47,7.2,2.8,3507,15.9,INLAND,290167.0
33.518,-117.4189,5.02,5,5.5,2.2,2675,2.7,NEAR BAY,236844.0
34.4318,-121.5863,5.74,8,6.7,2.6,3076,1.0,INLAND,259258.0
34.4096,-118.6858,3.69,14,4.0,1.8,2143,28.9,INLAND,147094.0
32.9144,-119.2433,8.17,36,10.1,3.8,4015,12.4,INLAND,391346.0
35.751,-118.8977,9.93,7,9.6,3.5,4360,15.7,NEAR BAY,443071.0
37.0596,-120.6385,6.37,7,6.5,2.6,3094,5.5,<1H OCEAN,314049.0
34.646,-120.8364,6.28,50,8.5,3.1,3211,7.0,NEAR BAY,328941.0
36.4742,-118.8737,7.18,46,8.4,3.1,3910,1.3,<1H OCEAN,364808.0
35.9013,-121.3576,13.23,32,12.0,4.3,6000,29.2,INLAND,500000.0
34.6158,-120.2758,6.62,8,7.2,2.7,3262,13.5,NEAR BAY,330190.0
33.4194,-121.5027,6.89,12,7.5,2.7,3519,1.3,INLAND,321379.0
36.3176,-122.456,20.37,10,12.0,4.5,6000,24.5,<1H OCEAN,500000.0
37.0583,-117.3587,6.18,14,6.4,2.4,3097,8.8,INLAND,290562.0
36.1979,-120.212,8.07,9,8.8,3.1,3833,21.7,<1H OCEAN,364276.0
32.7912,-117.3624,7.91,38,8.0,3.0,3970,0.2,<1H OCEAN,382688.0
33.8028,-121.7563,5.8,30,8.4,3.2,3230,0.4,<1H OCEAN,298284.0
33.0543,-119.387,8.32,5,9.3,3.6,3876,2.8,INLAND,381666.0
35.609,-121.4348,3.4699999999999998,1,6.3,2.2,2129,3.6,<1H OCEAN,143665.0
36.558,-118.3126,6.27,1,5.2,1.9,3244,21.7,<1H OCEAN,284656.0
33.264,-118.3464,4.4399999999999995,20,7.1,2.6,2539,18.4,NEAR BAY,190163.0
36.9755,-121.9032,8.42,49,6.8,2.6,4342,14.4,<1H OCEAN,384843.0
35.5331,-117.6661,3.24,11,3.6,1.3,1851,32.4,INLAND,104327.0
36.2188,-121.4685,9.29,26,8.0,3.1,4572,4.3,INLAND,470677.0
37.6541,-119.2512,2.13,44,3.9,1.7,1888,35.2,<1H OCEAN,94148.0
33.1268,-117.2761,8.16,3,8.5,3.3,3739,36.0,<1H OCEAN,320627.0
37.2962,-117.8233,4.12,6,5.9,2.2,2265,8.5,NEAR BAY,206021.0
33.3431,-117.4302,5.12,43,6.0,2.2,2823,1.5,NEAR OCEAN,253069.0
34.7041,-120.6842,6.12,45,7.9,2.9,3488,19.5,<1H OCEAN,290653.0
37.0423,-121.9404,13.71,11,12.0,4.5,5955,6.2,INLAND,500000.0
37.3219,-121.5018,4.1,8,6.3,2.2,2374,23.8,INLAND,172201.0
35.2825,-119.8474,6.74,29,7.4,2.8,3422,2.7,INLAND,312333.0
35.7299,-118.2959,11.83,10,12.0,4.3,5666,11.6,NEAR OCEAN,500000.0
36.3116,-121.7042,6.89,34,8.2,3.0,3603,10.6,NEAR BAY,330699.0
36.9471,-119.0034,8.75,24,8.8,3.4,4287,1.6,NEAR OCEAN,425440.0
33.3197,-120.785,11.02,46,10.8,3.8,5088,6.8,INLAND,500000.0
36.8314,-120.6916,5.07,48,5.2,2.0,3289,1.3,<1H OCEAN,255232.0
35.1545,-118.9918,5.35,17,6.6,2.5,2802,9.4,INLAND,258681.0
34.9982,-120.0249,4.07,32,5.0,1.9,2795,27.8,INLAND,173700.0
34.8619,-118.1962,11.9,11,12.0,4.4,5379,4.7,INLAND,500000.0
35.297,-121.6736,14.77,34,12.0,4.5,6000,21.7,<1H OCEAN,500000.0
37.5198,-118.3133,3.59,24,4.6,1.8,2073,3.0,<1H OCEAN,172352.0
35.4958,-122.1596,7.74,5,7.3,2.8,3774,16.8,NEAR BAY,335252.0
37.5612,-121.4715,5.1,29,5.2,2.1,2934,37.1,INLAND,205185.0
33.6195,-119.0224,5.23,48,6.7,2.6,2805,5.9,NEAR OCEAN,253705.0
36.3931,-117.9689,8.99,48,10.1,3.8,4462,34.6,INLAND,369380.0
36.8424,-121.1608,7.01,34,5.7,2.2,3788,10.6,<1H OCEAN,328825.0
36.1636,-120.7659,8.59,16,10.4,3.8,3967,5.7,INLAND,408362.0
35.7953,-119.6533,14.56,25,12.0,4.3,6000,34.0,<1H OCEAN,500000.0
35.5805,-121.3787,7.93,37,7.3,2.9,4081,0.5,<1H OCEAN,390813.0
37.0907,-118.2009,9.14,8,10.0,3.9,4253,0.4,INLAND,442358.0
36.8904,-118.3997,10.82,29,10.3,3.8,5025,13.7,NEAR BAY,500000.0
33.3237,-121.73,4.87,52,5.8,2.3,3321,23.9,NEAR BAY,207073.0
37.0278,-120.0417,9.56,46,10.1,3.7,4754,20.9,INLAND,441159.0
34.8117,-118.3934,5.17,25,6.5,2.4,2565,1.2,<1H OCEAN,277895.0
33.9939,-120.7122,3.75,42,4.5,1.8,2096,45.0,INLAND,137851.0
37.1358,-119.1445,8.26,23,8.1,3.3,4238,18.2,<1H OCEAN,364262.0
34.9033,-122.2339,3.92,34,4.7,2.0,2188,44.7,NEAR BAY,97162.0
36.8227,-119.2739,7.03,3,8.5,3.3,3348,6.0,<1H OCEAN,330190.0
34.0434,-121.6909,6.29,30,5.5,2.2,3141,17.8,INLAND,309688.0
32.72,-118.0979,12.7,50,12.0,4.3,6000,29.5,<1H OCEAN,500000.0
35.2268,-120.6161,3.91,53,6.4,2.5,2663,7.2,INLAND,220809.0
33.2112,-121.0078,7.95,34,8.9,3.0,3746,50.2,<1H OCEAN,306917.0
36.5473,-118.0433,4.640000000000001,32,6.6,2.5,2584,4.6,INLAND,249972.0
34.108,-122.2342,3.25,53,4.5,1.9,2195,5.7,NEAR BAY,187039.0
34.9626,-120.398,2.66,29,3.2,1.3,1660,37.9,<1H OCEAN,75000.0
33.1439,-120.539,3.98,9,5.2,2.2,2106,52.4,NEAR BAY,122654.0
34.162,-120.9906,3.9,2,4.6,1.7,1955,5.0,NEAR BAY,174583.0
36.6856,-117.6677,2.7,39,5.9,2.4,2144,2.2,<1H OCEAN,158048.0
33.4731,-118.5201,10.18,7,10.0,3.7,4498,21.3,NEAR BAY,454348.0
36.0005,-122.1612,11.49,46,11.7,4.4,5646,39.8,NEAR OCEAN,477172.0
37.3789,-118.7122,4.77,5,7.2,2.8,2541,13.8,<1H OCEAN,197528.0
36.1672,-119.7053,5.54,8,5.6,2.3,2495,15.1,<1H OCEAN,253278.0
36.8362,-117.7254,6.08,32,5.0,2.0,3150,21.6,INLAND,254017.0
33.2558,-120.8414,10.81,54,11.0,4.1,5341,2.5,<1H OCEAN,500000.0
33.9787,-119.4569,10.92,18,11.3,4.3,5101,54.4,<1H OCEAN,439406.0
37.2621,-119.846,7.89,38,8.0,3.0,3988,6.8,<1H OCEAN,406207.0
36.347,-119.9053,7.76,46,7.3,2.8,4272,14.8,<1H OCEAN,338836.0
35.9617,-120.0826,5.32,18,6.5,2.5,2828,9.5,<1H OCEAN,248019.0
36.0852,-121.4102,2.67,49,4.1,1.6,2147,9.5,<1H OCEAN,166601.0
34.8124,-118.4947,5.97,41,7.0,2.7,3179,18.2,INLAND,270418.0
32.9272,-120.1079,11.85,45,10.6,3.9,5782,78.5,NEAR BAY,446328.0
36.7007,-117.4199,4.970000000000001,16,6.2,2.5,3035,16.1,NEAR BAY,235679.0
36.1614,-121.1177,5.72,21,7.2,2.7,3103,23.7,<1H OCEAN,236075.0
35.1113,-118.8815,9.75,10,8.6,3.1,4720,0.4,<1H OCEAN,469459.0
37.2888,-117.5142,5.61,42,7.7,3.0,3105,24.9,<1H OCEAN,255972.0
34.4144,-118.9837,6.08,4,7.1,2.7,3156,5.3,INLAND,299713.0
34.201,-117.8823,9.86,44,10.6,3.8,5086,2.0,INLAND,457723.0
37.1513,-118.1144,2.66,8,3.1,1.4,1693,1.8,INLAND,159853.0
36.7646,-120.5914,3.86,47,5.6,2.3,2499,17.1,<1H OCEAN,196723.0
35.3264,-119.3193,15.49,53,12.0,4.6,6000,90.6,NEAR OCEAN,500000.0
33.3667,-121.6718,9.82,19,9.1,3.4,4611,16.5,<1H OCEAN,439783.0
33.7969,-119.6617,10.46,47,10.6,3.9,5267,4.6,NEAR BAY,500000.0
36.0468,-121.2788,7.79,40,8.0,2.9,3862,3.4,<1H OCEAN,368273.0
34.6637,-118.5582,8.26,40,8.6,3.2,3949,11.2,INLAND,377672.0
36.966,-119.7013,5.05,51,7.6,2.8,3050,1.0,NEAR BAY,271229.0
37.5448,-120.3205,17.14,9,12.0,4.5,6000,7.6,<1H OCEAN,500000.0
36.8087,-121.0754,5.96,30,7.3,2.7,2914,16.5,INLAND,277263.0
34.6255,-117.2069,10.61,17,10.4,3.8,4922,51.5,<1H OCEAN,425594.0
36.7223,-122.1199,5.43,40,6.3,2.6,3129,8.3,INLAND,273494.0
34.4924,-122.2691,4.970000000000001,44,5.2,1.7,3192,3.4,<1H OCEAN,259376.0
33.5522,-121.3485,6.72,15,7.7,2.9,3242,25.5,<1H OCEAN,296413.0
32.8703,-117.3533,7.81,4,10.3,3.7,4081,20.5,<1H OCEAN,334976.0
34.6672,-117.31,12.22,6,11.8,4.2,5458,29.5,<1H OCEAN,500000.0
37.3082,-119.0289,22.64,16,12.0,4.5,6000,3.6,<1H OCEAN,500000.0
33.9188,-117.8354,4.3,26,6.4,2.4,2413,7.8,INLAND,176180.0
33.7532,-121.366,9.280000000000001,37,10.2,4.0,4359,59.9,NEAR OCEAN,349240.0
37.6461,-117.3482,7.08,23,8.0,3.1,3528,2.6,NEAR OCEAN,339969.0
32.8275,-121.7432,2.8899999999999997,13,4.1,1.6,1879,16.7,NEAR BAY,112645.0
36.7075,-121.964,13.57,47,12.0,4.5,6000,4.1,NEAR BAY,500000.0
34.339,-121.9053,5.64,17,6.6,2.6,2699,10.4,<1H OCEAN,270476.0
32.8912,-119.4624,5.49,54,7.1,2.7,2985,24.2,INLAND,238055.0
37.3808,-118.3608,13.57,27,12.0,4.4,6000,10.1,NEAR OCEAN,500000.0
33.4122,-120.5567,6.62,52,6.8,2.4,3796,24.6,INLAND,280031.0
35.5141,-117.3172,11.6,22,11.4,4.2,5262,8.3,<1H OCEAN,500000.0
34.0977,-120.1976,6.08,37,5.9,2.4,2794,110.1,NEAR BAY,142775.0
33.0325,-121.7026,8.65,19,8.6,3.1,3918,8.6,INLAND,403713.0
32.9546,-120.0304,6.42,39,6.1,2.3,3655,2.4,NEAR BAY,303506.0
33.2893,-118.9011,4.62,35,4.5,1.9,2550,7.7,NEAR BAY,229360.0
33.064,-118.0892,8.780000000000001,13,11.0,4.1,4072,20.4,INLAND,351870.0
36.5788,-120.0685,9.76,14,9.3,3.3,4654,28.3,<1H OCEAN,419980.0
35.1764,-119.3539,6.84,48,7.1,2.7,3654,9.2,NEAR BAY,320329.0
34.4487,-121.0831,2.6799999999999997,31,4.2,1.8,2161,13.5,<1H OCEAN,113647.0
34.8337,-119.0766,3.92,45,4.3,1.7,2443,28.0,NEAR BAY,183164.0
37.4376,-117.2743,5.3,2,5.8,2.4,2467,25.2,<1H OCEAN,211826.0
37.3448,-122.24,13.04,46,12.0,4.5,6000,16.1,<1H OCEAN,500000.0
36.35,-117.8014,6.66,52,7.6,2.8,3693,25.3,INLAND,318264.0
37.2119,-119.5199,12.92,39,12.0,4.4,5842,12.9,<1H OCEAN,500000.0
34.3302,-121.1639,10.91,37,12.0,4.5,5328,0.1,<1H OCEAN,500000.0
34.6437,-117.4391,5.48,14,6.6,2.4,2773,0.6,NEAR BAY,288394.0
35.8299,-119.9382,7.51,9,7.8,2.9,3364,58.5,<1H OCEAN,249068.0
35.8805,-120.742,9.88,10,8.8,3.3,4571,2.3,INLAND,482780.0
35.1567,-121.5381,4.720000000000001,7,5.5,2.1,2426,7.8,INLAND,191511.0
34.7434,-121.2044,9.51,28,9.5,3.6,4246,40.7,<1H OCEAN,383368.0
37.7295,-118.0859,8.969999999999999,46,8.5,3.1,4336,3.3,<1H OCEAN,443519.0
36.8877,-119.2436,4.609999999999999,25,6.9,2.6,2967,27.8,INLAND,171835.0
34.9184,-117.6598,8.559999999999999,46,9.7,3.7,4400,25.6,<1H OCEAN,387663.0
